"CLNR";"visit";"species"
143764;"A";"Melanelixia glabratula aggr."
143764;"A";"Melanohalea exasperatula"
143764;"A";"Micarea prasina aggr."
143764;"A";"Ochrolechia alboflavescens"
143764;"A";"Ochrolechia arborea"
143764;"A";"Parmelia sulcata"
143764;"A";"Parmeliopsis ambigua"
143764;"A";"Parmeliopsis hyperopta"
143764;"A";"Pertusaria coronata"
143764;"A";"Phlyctis argena"
143764;"A";"Physcia tenella"
143764;"A";"Placynthiella dasaea"
143764;"A";"Placynthiella icmalea"
143764;"A";"Protoparmelia hypotremella"
143764;"A";"Pseudevernia furfuracea"
143764;"A";"Pseudosagedia aenea"
143764;"A";"Rinodina capensis"
143764;"A";"Scoliciosporum umbrinum"
143764;"A";"Tephromela atra"
143764;"A";"Trapeliopsis flexuosa"
143764;"A";"Usnea barbata"
143764;"A";"Usnea hirta"
143764;"A";"Usnea perplexans"
143764;"A";"Usnea subfloridana"
143764;"A";"Usnea substerilis"
143764;"A";"Violella fucata"
143764;"A";"Vulpicida pinastri"
143764;"K";"Arthonia didyma"
143764;"K";"Arthonia radiata"
143764;"K";"Biatora chrysantha"
143764;"K";"Buellia arborea"
143764;"K";"Buellia griseovirens"
143764;"K";"Buellia schaereri"
143764;"K";"Chaenotheca chrysocephala"
143764;"K";"Chaenotheca furfuracea"
143764;"K";"Chaenotheca stemonea"
143764;"K";"Chaenotheca trichialis"
143764;"K";"Cladonia coniocraea aggr."
143764;"K";"Cladonia digitata"
143764;"K";"Cladonia fimbriata"
143764;"K";"Hypocenomyce scalaris"
143764;"K";"Hypogymnia physodes"
143764;"K";"Lecanora hypopta"
143764;"K";"Lecanora pulicaris"
143764;"K";"Lecanora subintricata"
143764;"K";"Lecidea nylanderi"
143764;"K";"Lecidea turgidula"
143764;"K";"Lepra amara"
143764;"K";"Lepraria eburnea"
143764;"K";"Lepraria incana"
143764;"K";"Lepraria jackii"
143764;"K";"Lepraria rigidula"
143764;"K";"Lepraria vouauxii"
143764;"K";"Letharia vulpina"
143764;"K";"Melanelixia glabratula aggr."
143764;"K";"Micarea denigrata"
143764;"K";"Micarea prasina aggr."
143764;"K";"Ochrolechia alboflavescens"
143764;"K";"Parmeliopsis ambigua"
143764;"K";"Parmeliopsis hyperopta"
143764;"K";"Pertusaria coronata"
143764;"K";"Pertusaria pupillaris"
143764;"K";"Phlyctis argena"
143764;"K";"Placynthiella dasaea"
143764;"K";"Placynthiella icmalea"
143764;"K";"Protoparmelia hypotremella"
143764;"K";"Pseudevernia furfuracea"
143764;"K";"Pseudosagedia aenea"
143764;"K";"Rinodina capensis"
143764;"K";"Schismatomma pericleum"
143764;"K";"Trapeliopsis flexuosa"
143764;"K";"Vulpicida pinastri"
144364;"A";"Arthonia mediella"
144364;"A";"Bacidia subincompta aggr."
144364;"A";"Biatora helvola"
144364;"A";"Bryoria capillaris"
144364;"A";"Buellia griseovirens"
144364;"A";"Buellia schaereri"
144364;"A";"Caloplaca ferruginea/hungarica"
144364;"A";"Candelariella reflexa"
144364;"A";"Evernia divaricata"
144364;"A";"Frutidella furfuracea"
144364;"A";"Hypogymnia farinacea"
144364;"A";"Hypogymnia physodes"
144364;"A";"Hypogymnia tubulosa"
144364;"A";"Lecanora chlarotera"
144364;"A";"Lecanora pulicaris"
144364;"A";"Lecanora saligna"
144364;"A";"Lecanora symmicta aggr."
144364;"A";"Lecidella elaeochroma aggr."
144364;"A";"Lecidella flavosorediata"
144364;"A";"Lecidella sp.3"
144364;"A";"Lepraria elobata"
144364;"A";"Melanohalea exasperatula"
144364;"A";"Micarea peliocarpa"
144364;"A";"Parmelia saxatilis aggr."
144364;"A";"Parmelia sulcata"
144364;"A";"Parmeliopsis ambigua"
144364;"A";"Phlyctis argena"
144364;"A";"Physcia tenella"
144364;"A";"Pseudevernia furfuracea"
144364;"A";"Rinodina archaea"
144364;"A";"Rinodina orculata"
144364;"A";"Usnea barbata"
144452;"A";"Amandinea punctata"
144452;"A";"Caloplaca alnetorum/pyracea"
144452;"A";"Caloplaca cerina aggr."
144452;"A";"Caloplaca cerinella"
144452;"A";"Caloplaca cerinelloides"
144452;"A";"Candelaria concolor/pacifica"
144452;"A";"Candelariella xanthostigma"
144452;"A";"Lecanora carpinea"
144452;"A";"Lecanora circumborealis"
144452;"A";"Lecanora hagenii aggr."
144452;"A";"Myriolecis persimilis"
144452;"A";"Phaeophyscia endophoenicea"
144452;"A";"Physcia stellaris"
144452;"A";"Physcia tenella"
144452;"A";"Polycauliona polycarpa"
144452;"A";"Rinodina pyrina"
144452;"A";"Xanthomendoza fallax aggr."
144452;"A";"Xanthomendoza ulophyllodes"
144452;"A";"Xanthoria parietina"
144538;"A";"Amandinea punctata"
144538;"A";"Arthonia radiata"
144538;"A";"Calicium montanum"
144538;"A";"Caloplaca cerina aggr."
144538;"A";"Caloplaca ferruginea/hungarica"
144538;"A";"Candelariella reflexa"
144538;"A";"Catillaria nigroclavata"
144538;"A";"Flavoparmelia caperata"
144538;"A";"Hypocenomyce scalaris"
144538;"A";"Imshaugia aleurites"
144538;"A";"Lecanora chlarotera"
144538;"A";"Lecidea nylanderi"
144538;"A";"Lecidella elaeochroma aggr."
144538;"A";"Lecidella flavosorediata"
144538;"A";"Lepraria finkii"
144538;"A";"Lepraria rigidula"
144538;"A";"Melanelixia glabratula aggr."
144538;"A";"Melanelixia subaurifera"
144538;"A";"Parmelia sulcata"
144538;"A";"Phaeophyscia endophoenicea"
144538;"A";"Thelopsis rubella"
144538;"A";"Trapeliopsis flexuosa"
144538;"K";"Amandinea punctata"
144538;"K";"Anisomeridium polypori"
144538;"K";"Arthonia radiata"
144538;"K";"Buellia griseovirens"
144538;"K";"Caloplaca cerina aggr."
144538;"K";"Caloplaca ferruginea/hungarica"
144538;"K";"Candelaria concolor/pacifica"
144538;"K";"Candelariella reflexa"
144538;"K";"Catillaria nigroclavata"
144538;"K";"Coenogonium pineti"
144538;"K";"Eopyrenula leucoplaca"
144538;"K";"Flavoparmelia caperata"
144538;"K";"Hypocenomyce scalaris"
144538;"K";"Imshaugia aleurites"
144538;"K";"Lecanora carpinea"
144538;"K";"Lecanora chlarotera"
144538;"K";"Lecanora pulicaris"
144538;"K";"Lecanora strobilina aggr."
144538;"K";"Lecidea nylanderi"
144538;"K";"Lecidella albida"
144538;"K";"Lecidella elaeochroma aggr."
144538;"K";"Lecidella flavosorediata"
144538;"K";"Lepraria finkii"
144538;"K";"Lepraria rigidula"
144538;"K";"Lepraria vouauxii"
144538;"K";"Melanelixia glabratula aggr."
144538;"K";"Micarea prasina aggr."
144538;"K";"Ochrolechia arborea"
144538;"K";"Parmeliopsis ambigua"
144538;"K";"Phaeophyscia endophoenicea"
144538;"K";"Physcia tenella"
144538;"K";"Placynthiella icmalea"
144538;"K";"Pseudevernia furfuracea"
144538;"K";"Punctelia subrudecta aggr."
144538;"K";"Thelopsis rubella"
144538;"K";"Trapeliopsis flexuosa"
145014;"A";"Caloplaca cerina aggr."
145316;"A";"Arthonia radiata"
145316;"A";"Buellia disciformis"
145316;"A";"Chrysothrix candelaris"
145316;"A";"Cladonia coniocraea aggr."
145316;"A";"Graphis scripta"
145316;"A";"Hypocenomyce scalaris"
145316;"A";"Lecanora carpinea"
145316;"A";"Lecanora strobilina aggr."
145316;"A";"Lecanora strobilina aggr."
145316;"A";"Lecidella elaeochroma aggr."
145316;"A";"Lepraria elobata"
145316;"A";"Lepraria finkii"
145316;"A";"Lepraria rigidula"
145316;"A";"Lepraria vouauxii"
145316;"A";"Melanelixia glabratula aggr."
145316;"A";"Micarea peliocarpa"
145316;"A";"Micarea prasina aggr."
145316;"A";"Normandina pulchella"
145316;"A";"Phlyctis argena"
145316;"A";"Placynthiella icmalea"
146031;"A";"Amandinea punctata"
146031;"A";"Biatora chrysantha"
146031;"A";"Biatora globulosa"
146031;"A";"Bryoria fuscescens"
146031;"A";"Buellia griseovirens"
146031;"A";"Chaenotheca chrysocephala"
146031;"A";"Chaenotheca furfuracea"
146031;"A";"Chaenotheca trichialis"
146031;"A";"Cladonia cenotea"
146031;"A";"Cladonia coniocraea aggr."
146031;"A";"Cladonia digitata"
146031;"A";"Cladonia fimbriata"
146031;"A";"Cladonia squamosa"
146031;"A";"Cliostomum pallens"
146031;"A";"Evernia mesomorpha"
146031;"A";"Evernia prunastri"
146031;"A";"Frutidella furfuracea"
146031;"A";"Hypogymnia physodes"
146031;"A";"Hypogymnia tubulosa"
146031;"A";"Hypogymnia vittata"
146031;"A";"Japewia tornoensis"
146031;"A";"Lecanora boligera"
146031;"A";"Lecanora cadubriae"
146031;"A";"Lecanora chlarotera"
146031;"A";"Lecanora pulicaris"
146031;"A";"Lecanora saligna"
146031;"A";"Lecanora subintricata"
146031;"A";"Lecanora varia"
146031;"A";"Lepraria elobata"
146031;"A";"Lepraria jackii"
146031;"A";"Letharia vulpina"
146031;"A";"Micarea prasina aggr."
146031;"A";"Mycoblastus alpinus"
146031;"A";"Ochrolechia alboflavescens"
146031;"A";"Ochrolechia androgyna aggr."
146031;"A";"Parmelia saxatilis aggr."
146031;"A";"Parmelia sulcata"
146031;"A";"Parmeliopsis ambigua"
146031;"A";"Parmeliopsis hyperopta"
146031;"A";"Placynthiella dasaea"
146031;"A";"Placynthiella icmalea"
146031;"A";"Platismatia glauca"
146031;"A";"Pseudevernia furfuracea"
146031;"A";"Strangospora moriformis"
146031;"A";"Trapeliopsis flexuosa"
146031;"A";"Tuckermannopsis chlorophylla"
146031;"A";"Usnea barbata"
146031;"A";"Usnea diplotypus"
146031;"A";"Usnea hirta"
146031;"A";"Usnea perplexans"
146031;"A";"Usnea substerilis"
146031;"A";"Vulpicida pinastri"
146563;"A";"Amandinea punctata"
146563;"A";"Bryoria capillaris"
146563;"A";"Bryoria implexa"
146563;"A";"Caloplaca cerinelloides"
146563;"A";"Chaenotheca furfuracea"
146563;"A";"Lecanora mughicola"
146563;"A";"Lecanora subintricata"
146563;"A";"Lecidella elaeochroma aggr."
146563;"A";"Melanohalea exasperatula"
146563;"A";"Parmeliopsis ambigua"
146563;"A";"Physcia tenella"
146563;"A";"Polycauliona candelaria"
146563;"A";"Pseudevernia furfuracea"
146563;"A";"Rinodina orculata"
146563;"A";"Usnea hirta"
146563;"A";"Usnea perplexans"
147336;"A";"Buellia griseovirens"
147336;"A";"Cladonia digitata"
147336;"A";"Frutidella furfuracea"
147336;"A";"Hypocenomyce scalaris"
147336;"A";"Hypogymnia farinacea"
147336;"A";"Hypogymnia physodes"
147336;"A";"Lecanora cadubriae"
147336;"A";"Lecanora circumborealis"
147336;"A";"Lecanora hagenii aggr."
147336;"A";"Lecanora pulicaris"
147336;"A";"Lecanora saligna"
147336;"A";"Lecanora strobilina aggr."
147336;"A";"Lecanora varia"
147336;"A";"Lepraria elobata"
147336;"A";"Letharia vulpina"
147336;"A";"Ochrolechia alboflavescens"
147336;"A";"Parmeliopsis ambigua"
147336;"A";"Parmeliopsis hyperopta"
147336;"A";"Platismatia glauca"
147336;"A";"Pseudevernia furfuracea"
147336;"A";"Pycnora sorophora"
147336;"A";"Trapeliopsis flexuosa"
147336;"A";"Vulpicida pinastri"
147344;"A";"Arthonia radiata"
147344;"A";"Buellia arborea"
147344;"A";"Buellia disciformis"
147344;"A";"Buellia griseovirens"
147344;"A";"Caloplaca cerina aggr."
147344;"A";"Caloplaca herbidella aggr."
147344;"A";"Candelariella reflexa"
147344;"A";"Cladonia cenotea"
147344;"A";"Cladonia digitata"
147344;"A";"Coenogonium pineti"
147344;"A";"Evernia prunastri"
147344;"A";"Frutidella furfuracea"
147344;"A";"Hypogymnia farinacea"
147344;"A";"Hypogymnia physodes"
147344;"A";"Imshaugia aleurites"
147344;"A";"Lecanora carpinea"
147344;"A";"Lecanora chlarotera"
147344;"A";"Lecanora conizaeoides"
147344;"A";"Lecanora pulicaris"
147344;"A";"Lecanora subintricata"
147344;"A";"Lecidella elaeochroma aggr."
147344;"A";"Lepra albescens"
147344;"A";"Lepra amara"
147344;"A";"Lepraria elobata"
147344;"A";"Lepraria finkii"
147344;"A";"Lepraria jackii"
147344;"A";"Lepraria rigidula"
147344;"A";"Melanelixia glabratula aggr."
147344;"A";"Melanohalea exasperatula"
147344;"A";"Micarea peliocarpa"
147344;"A";"Ochrolechia androgyna aggr."
147344;"A";"Ochrolechia arborea"
147344;"A";"Parmelia saxatilis aggr."
147344;"A";"Parmelia sulcata"
147344;"A";"Parmeliopsis ambigua"
147344;"A";"Parmeliopsis hyperopta"
147344;"A";"Phlyctis argena"
147344;"A";"Physcia tenella"
147344;"A";"Placynthiella dasaea"
147344;"A";"Platismatia glauca"
147344;"A";"Pseudevernia furfuracea"
147344;"A";"Rinodina capensis"
147344;"A";"Schismatomma pericleum"
147344;"A";"Scoliciosporum chlorococcum"
147344;"A";"Scoliciosporum umbrinum"
147344;"A";"Trapeliopsis flexuosa"
147344;"A";"Violella fucata"
147356;"A";"aff. Pyrrhospora quernea"
147356;"A";"Anisomeridium polypori"
147356;"A";"Arthonia radiata"
147356;"A";"Arthonia ruana"
147356;"A";"Bacidina arnoldiana aggr."
147356;"A";"Chrysothrix candelaris"
147356;"A";"Coenogonium pineti"
147356;"A";"Flavoparmelia caperata"
147356;"A";"Graphis scripta"
147356;"A";"Hypotrachyna revoluta aggr."
147356;"A";"Lecanora argentata"
147356;"A";"Lecanora strobilina aggr."
147356;"A";"Lecanora strobilina aggr."
147356;"A";"Lecanora strobilina aggr."
147356;"A";"Lecidella albida"
147356;"A";"Lepraria finkii"
147356;"A";"Lepraria rigidula"
147356;"A";"Melanelixia glabratula aggr."
147356;"A";"Micarea peliocarpa"
147356;"A";"Micarea prasina aggr."
147356;"A";"Normandina pulchella"
147356;"A";"Ochrolechia arborea"
147356;"A";"Phaeophyscia endophoenicea"
147356;"A";"Phlyctis argena"
147356;"A";"Pseudosagedia aenea"
147356;"A";"Punctelia subrudecta aggr."
147950;"A";"Arthonia radiata"
147950;"A";"Bryoria capillaris"
147950;"A";"Buellia schaereri"
147950;"A";"Caloplaca holocarpa"
147950;"A";"Chaenotheca furfuracea"
147950;"A";"Chaenotheca trichialis"
147950;"A";"Chrysothrix candelaris"
147950;"A";"Cladonia cenotea"
147950;"A";"Evernia divaricata"
147950;"A";"Hypogymnia physodes"
147950;"A";"Hypogymnia tubulosa"
147950;"A";"Lecanora carpinea"
147950;"A";"Lecidella elaeochroma aggr."
147950;"A";"Lepra albescens"
147950;"A";"Lepraria finkii"
147950;"A";"Melanelixia glabratula aggr."
147950;"A";"Melanohalea exasperatula"
147950;"A";"Micarea prasina aggr."
147950;"A";"Ochrolechia alboflavescens"
147950;"A";"Parmelia sulcata"
147950;"A";"Parmeliopsis ambigua"
147950;"A";"Parmeliopsis hyperopta"
147950;"A";"Phlyctis argena"
147950;"A";"Physcia tenella"
147950;"A";"Pseudevernia furfuracea"
147950;"A";"Ramalina farinacea"
147950;"A";"Ramalina obtusata aggr."
147950;"A";"Ramalina thrausta"
147950;"A";"Rinodina capensis"
147950;"A";"Usnea barbata"
147950;"A";"Vulpicida pinastri"
148526;"A";"Candelariella reflexa"
148526;"A";"Candelariella xanthostigma"
148526;"A";"Catillaria nigroclavata"
148526;"A";"Evernia prunastri"
148526;"A";"Hypogymnia farinacea"
148526;"A";"Hypogymnia physodes"
148526;"A";"Lecania cyrtella"
148526;"A";"Lecania naegelii"
148526;"A";"Lecanora hagenii aggr."
148526;"A";"Lepraria vouauxii"
148526;"A";"Melanelixia glabratula aggr."
148526;"A";"Melanelixia subargentifera"
148526;"A";"Melanohalea exasperatula"
148526;"A";"Parmelia sulcata"
148526;"A";"Phaeophyscia orbicularis"
148526;"A";"Physcia adscendens"
148526;"A";"Physcia tenella"
148526;"A";"Piccolia ochrophora"
148526;"A";"Pseudevernia furfuracea"
148526;"A";"Xanthoria parietina"
148645;"A";"Lecanora hagenii aggr."
148645;"A";"Phaeophyscia orbicularis"
148645;"A";"Xanthoria parietina"
148790;"A";"Frutidella furfuracea"
148790;"A";"Micarea prasina aggr."
149470;"A";"Agonimia tristicula"
149470;"A";"Caloplaca cerina aggr."
149470;"A";"Caloplaca sorocarpa"
149470;"A";"Cladonia fimbriata"
149470;"A";"Frutidella furfuracea"
149470;"A";"Lecanora saligna"
149470;"A";"Lecanora symmicta aggr."
149470;"A";"Lepraria elobata"
149470;"A";"Micarea denigrata"
149470;"A";"Myochroidea rufofusca"
149470;"A";"Rinodina conradii"
150006;"A";"Biatora chrysantha"
150006;"A";"Biatora efflorescens"
150006;"A";"Bryoria capillaris"
150006;"A";"Bryoria fuscescens"
150006;"A";"Bryoria implexa"
150006;"A";"Bryoria subcana"
150006;"A";"Buellia griseovirens"
150006;"A";"Buellia schaereri"
150006;"A";"Chaenotheca chrysocephala"
150006;"A";"Chaenotheca furfuracea"
150006;"A";"Chaenotheca stemonea"
150006;"A";"Chaenotheca trichialis"
150006;"A";"Cladonia coniocraea aggr."
150006;"A";"Cladonia digitata"
150006;"A";"Cladonia fimbriata"
150006;"A";"Coenogonium pineti"
150006;"A";"Evernia divaricata"
150006;"A";"Hypogymnia farinacea"
150006;"A";"Hypogymnia physodes"
150006;"A";"Lecanora cadubriae"
150006;"A";"Lecanora carpinea"
150006;"A";"Lecanora chlarotera"
150006;"A";"Lecanora pulicaris"
150006;"A";"Lecanora saligna"
150006;"A";"Lepra amara"
150006;"A";"Lepraria elobata"
150006;"A";"Lepraria jackii"
150006;"A";"Lepraria rigidula"
150006;"A";"Melanelixia glabratula aggr."
150006;"A";"Ochrolechia alboflavescens"
150006;"A";"Ochrolechia androgyna aggr."
150006;"A";"Parmelia saxatilis aggr."
150006;"A";"Parmelia sulcata"
150006;"A";"Parmeliopsis ambigua"
150006;"A";"Parmeliopsis hyperopta"
150006;"A";"Pertusaria coronata"
150006;"A";"Placynthiella icmalea"
150006;"A";"Platismatia glauca"
150006;"A";"Pseudevernia furfuracea"
150006;"A";"Pseudosagedia aenea"
150006;"A";"Ramalina obtusata aggr."
150006;"A";"Schismatomma pericleum"
150006;"A";"Tuckermannopsis chlorophylla"
150006;"A";"Usnea barbata"
150006;"A";"Usnea diplotypus"
150006;"A";"Usnea perplexans"
150006;"A";"Vulpicida pinastri"
150006;"K";"Acolium karelicum"
150006;"K";"Agonimia octospora"
150006;"K";"Arthonia radiata"
150006;"K";"Biatora chrysantha"
150006;"K";"Biatora efflorescens"
150006;"K";"Biatora globulosa"
150006;"K";"Bryoria capillaris"
150006;"K";"Bryoria fuscescens"
150006;"K";"Bryoria implexa"
150006;"K";"Buellia griseovirens"
150006;"K";"Buellia schaereri"
150006;"K";"Chaenotheca chrysocephala"
150006;"K";"Chaenotheca furfuracea"
150006;"K";"Chaenotheca stemonea"
150006;"K";"Chaenotheca trichialis"
150006;"K";"Cladonia coniocraea aggr."
150006;"K";"Cladonia digitata"
150006;"K";"Cladonia fimbriata"
150006;"K";"Coenogonium pineti"
150006;"K";"Evernia divaricata"
150006;"K";"Hypogymnia farinacea"
150006;"K";"Hypogymnia physodes"
150006;"K";"Jamesiella anastomosans"
150006;"K";"Lecanora cadubriae"
150006;"K";"Lecanora carpinea"
150006;"K";"Lecanora pulicaris"
150006;"K";"Lecanora saligna"
150006;"K";"Lecidea nylanderi"
150006;"K";"Lepra amara"
150006;"K";"Lepraria finkii"
150006;"K";"Lepraria jackii"
150006;"K";"Lepraria rigidula"
150006;"K";"Loxospora elatina"
150006;"K";"Melanelixia glabratula aggr."
150006;"K";"Micarea prasina aggr."
150006;"K";"Ochrolechia alboflavescens"
150006;"K";"Ochrolechia androgyna aggr."
150006;"K";"Parmelia saxatilis aggr."
150006;"K";"Parmelia sulcata"
150006;"K";"Parmeliopsis ambigua"
150006;"K";"Parmeliopsis hyperopta"
150006;"K";"Placynthiella dasaea"
150006;"K";"Placynthiella icmalea"
150006;"K";"Platismatia glauca"
150006;"K";"Pseudevernia furfuracea"
150006;"K";"Ramalina farinacea"
150006;"K";"Ramalina obtusata aggr."
150006;"K";"Ropalospora viridis"
150006;"K";"Schismatomma pericleum"
150006;"K";"Tuckermannopsis chlorophylla"
150006;"K";"Usnea barbata"
150006;"K";"Usnea diplotypus"
150006;"K";"Usnea hirta"
150006;"K";"Usnea perplexans"
150006;"K";"Violella fucata"
150144;"A";"Caloplaca holocarpa"
150144;"A";"Lecanora hagenii aggr."
150144;"A";"Physcia stellaris"
150144;"A";"Physcia tenella"
150144;"A";"Xanthoria parietina"
150146;"A";"Acolium karelicum"
150146;"A";"Amandinea punctata"
150146;"A";"Arthonia mediella"
150146;"A";"Biatora chrysantha"
150146;"A";"Biatora flavopunctata"
150146;"A";"Bryobilimbia sanguineoatra"
150146;"A";"Bryoria capillaris"
150146;"A";"Bryoria fuscescens"
150146;"A";"Bryoria implexa"
150146;"A";"Buellia arborea"
150146;"A";"Buellia griseovirens"
150146;"A";"Calicium viride"
150146;"A";"Caloplaca sorocarpa"
150146;"A";"Chaenotheca furfuracea"
150146;"A";"Chaenotheca trichialis"
150146;"A";"Cladonia cenotea"
150146;"A";"Cladonia coniocraea aggr."
150146;"A";"Cladonia digitata"
150146;"A";"Cladonia fimbriata"
150146;"A";"Coenogonium pineti"
150146;"A";"Evernia divaricata"
150146;"A";"Frutidella furfuracea"
150146;"A";"Hypocenomyce scalaris"
150146;"A";"Hypogymnia farinacea"
150146;"A";"Hypogymnia physodes"
150146;"A";"Hypogymnia tubulosa"
150146;"A";"Imshaugia aleurites"
150146;"A";"Lecanora boligera"
150146;"A";"Lecanora expersa"
150146;"A";"Lecanora fuscescens"
150146;"A";"Lecanora saligna"
150146;"A";"Lecanora strobilina aggr."
150146;"A";"Lecanora varia"
150146;"A";"Lecidea nylanderi"
150146;"A";"Lepraria elobata"
150146;"A";"Lepraria jackii"
150146;"A";"Lepraria rigidula"
150146;"A";"Letharia vulpina"
150146;"A";"Lopadium disciforme"
150146;"A";"Melanohalea exasperatula"
150146;"A";"Micarea denigrata"
150146;"A";"Micarea prasina aggr."
150146;"A";"Ochrolechia alboflavescens"
150146;"A";"Ochrolechia androgyna aggr."
150146;"A";"Ochrolechia arborea"
150146;"A";"Parmelia saxatilis aggr."
150146;"A";"Parmeliopsis ambigua"
150146;"A";"Parmeliopsis hyperopta"
150146;"A";"Pertusaria coccodes"
150146;"A";"Pertusaria pupillaris"
150146;"A";"Placynthiella dasaea"
150146;"A";"Pseudevernia furfuracea"
150146;"A";"Ramalina europaea/pollinaria"
150146;"A";"Rinodina archaea"
150146;"A";"Rinodina orculata"
150146;"A";"Strangospora moriformis"
150146;"A";"Trapeliopsis flexuosa"
150146;"A";"Tuckermannopsis chlorophylla"
150146;"A";"Usnea barbata"
150146;"A";"Usnea hirta"
150146;"A";"Usnea perplexans"
150146;"A";"Violella fucata"
150146;"A";"Vulpicida pinastri"
150643;"A";"Caloplaca cerinella"
150643;"A";"Caloplaca sp.1"
150643;"A";"Candelariella xanthostigma"
150643;"A";"Lecania cyrtella"
150643;"A";"Lecanora hagenii aggr."
150643;"A";"Melanelixia glabratula aggr."
150643;"A";"Physcia adscendens"
150643;"A";"Xanthoria parietina"
150926;"A";"Buellia griseovirens"
150926;"A";"Candelariella xanthostigma"
150926;"A";"Cladonia fimbriata"
150926;"A";"Evernia divaricata"
150926;"A";"Flavoparmelia caperata"
150926;"A";"Hypogymnia bitteri"
150926;"A";"Hypogymnia physodes"
150926;"A";"Hypogymnia tubulosa"
150926;"A";"Imshaugia aleurites"
150926;"A";"Lecanora chlarotera"
150926;"A";"Lecanora circumborealis"
150926;"A";"Lecanora phaeostigma"
150926;"A";"Lecanora pulicaris"
150926;"A";"Lepraria elobata"
150926;"A";"Melanelixia glabratula aggr."
150926;"A";"Ochrolechia arborea"
150926;"A";"Parmelia saxatilis aggr."
150926;"A";"Parmeliopsis ambigua"
150926;"A";"Pseudevernia furfuracea"
150926;"A";"Usnea substerilis"
150926;"A";"Vulpicida pinastri"
150958;"A";"Buellia disciformis"
150958;"A";"Caloplaca lucifuga"
150958;"A";"Candelariella reflexa"
150958;"A";"Chrysothrix candelaris"
150958;"A";"Flavoparmelia caperata"
150958;"A";"Graphis scripta"
150958;"A";"Hyperphyscia adglutinata"
150958;"A";"Hypocenomyce scalaris"
150958;"A";"Lecanora carpinea"
150958;"A";"Lecanora strobilina aggr."
150958;"A";"Lecanora strobilina aggr."
150958;"A";"Lecidea nylanderi"
150958;"A";"Lecidella elaeochroma aggr."
150958;"A";"Lepraria rigidula"
150958;"A";"Melanelixia glabratula aggr."
150958;"A";"Ochrolechia arborea"
150958;"A";"Parmelia sulcata"
150958;"A";"Phaeophyscia endophoenicea"
150958;"A";"Punctelia subrudecta aggr."
151557;"A";"Bacidia subincompta aggr."
151557;"A";"Bryoria fuscescens"
151557;"A";"Calicium viride"
151557;"A";"Caloplaca cerina aggr."
151557;"A";"Candelariella reflexa"
151557;"A";"Cladonia cenotea"
151557;"A";"Cladonia digitata"
151557;"A";"Frutidella furfuracea"
151557;"A";"Hypocenomyce scalaris"
151557;"A";"Hypogymnia bitteri"
151557;"A";"Hypogymnia physodes"
151557;"A";"Imshaugia aleurites"
151557;"A";"Lecanora cadubriae"
151557;"A";"Lecanora carpinea"
151557;"A";"Lecanora chlarotera"
151557;"A";"Lecanora expersa"
151557;"A";"Lecanora subintricata"
151557;"A";"Lecidella elaeochroma aggr."
151557;"A";"Lepraria elobata"
151557;"A";"Lepraria jackii"
151557;"A";"Letharia vulpina"
151557;"A";"Micarea prasina aggr."
151557;"A";"Ochrolechia alboflavescens"
151557;"A";"Ochrolechia androgyna aggr."
151557;"A";"Parmelia saxatilis aggr."
151557;"A";"Parmelia sulcata"
151557;"A";"Parmeliopsis ambigua"
151557;"A";"Parmeliopsis hyperopta"
151557;"A";"Physcia stellaris"
151557;"A";"Placynthiella dasaea"
151557;"A";"Pseudevernia furfuracea"
151557;"A";"Rinodina orculata"
151557;"A";"Strangospora moriformis"
151557;"A";"Trapeliopsis flexuosa"
151557;"A";"Tuckermannopsis chlorophylla"
152234;"A";"Amandinea punctata"
152234;"A";"Caloplaca cerina aggr."
152234;"A";"Caloplaca cerinelloides"
152234;"A";"Caloplaca holocarpa"
152234;"A";"Candelariella reflexa"
152234;"A";"Candelariella vitellina"
152234;"A";"Lecanora chlarotera"
152234;"A";"Lecanora hagenii aggr."
152234;"A";"Lecanora pulicaris"
152234;"A";"Lecidella flavosorediata"
152234;"A";"Melanohalea exasperatula"
152234;"A";"Myriolecis persimilis"
152234;"A";"Parmelia sulcata"
152234;"A";"Phaeophyscia orbicularis"
152234;"A";"Physcia stellaris"
152234;"A";"Physcia tenella"
152234;"A";"Physciella chloantha"
152234;"A";"Rinodina orculata"
152741;"A";"Amandinea punctata"
152741;"A";"Caloplaca cerinelloides"
152741;"A";"Candelaria concolor/pacifica"
152741;"A";"Candelariella reflexa"
152741;"A";"Catillaria nigroclavata"
152741;"A";"Hyperphyscia adglutinata"
152741;"A";"Lecania naegelii"
152741;"A";"Lecanora chlarotera"
152741;"A";"Myriolecis persimilis"
152741;"A";"Phaeophyscia endophoenicea"
152741;"A";"Physcia aipolia"
152741;"A";"Physcia stellaris"
152741;"A";"Physcia tenella"
152741;"A";"Rinodina freyi"
152741;"A";"Scoliciosporum sarothamni"
152741;"A";"Xanthoria parietina"
152801;"A";"Candelariella reflexa"
152801;"A";"Cladonia coniocraea aggr."
152801;"A";"Evernia prunastri"
152801;"A";"Lecanora chlarotera"
152801;"A";"Lecanora strobilina aggr."
152801;"A";"Lecanora strobilina aggr."
152801;"A";"Lecidella albida"
152801;"A";"Lecidella elaeochroma aggr."
152801;"A";"Lecidella flavosorediata"
152801;"A";"Melanelixia glabratula aggr."
152801;"A";"Parmelia sulcata"
152801;"A";"Parmelina tiliacea"
